A10,0.044500001,0.0451,0.045699999,0.045499999,0.045699999,0.046,0.046700001,0.0473,0.048,0.0491,0.050099999,0.051899999,0.053100001,0.055500001,0.057700001,0.059999999,0.062700003,0.066,0.0704,0.074000001,0.078299999,0.084600002,0.090300001,0.097400002,0.105499998,0.113499999,0.123099998,0.1329,0.142800003,0.1523,0.164000005,0.176100001,0.1875,0.196400002,0.213599995,0.222499996,0.238000005,0.246000007,0.255800009,0.260199994,0.270099998,0.27759999,0.281100005,0.292600006,0.295700014,0.309700012,0.315200001,0.32280001,0.332199991,0.337700009,0.352499992,0.358700007,0.372500002,0.380400002,0.393400013,0.397500008,0.400099993,0.413700014,0.418199986,0.427100003,0.432200015,0.433800012,0.4472,0.452699989,0.448399991,0.463999987,0.45480001,0.471700013
A11,0.0449,0.045600001,0.046300001,0.046700001,0.046500001,0.047800001,0.048599999,0.050700001,0.0548,0.0594,0.066799998,0.073700003,0.087800004,0.118799999,0.131999999,0.156000003,0.186800003,0.229800001,0.289799988,0.364300013,0.416900009,0.464899987,0.504700005,0.532000005,0.553499997,0.562099993,0.568300009,0.573899984,0.578999996,0.589100003,0.604200006,0.624000013,0.628499985,0.634599984,0.648500025,0.653699994,0.647599995,0.639199972,0.668900013,0.658599973,0.676999986,0.658500016,0.674799979,0.667699993,0.673200011,0.677299976,0.652199984,0.689300001,0.672999978,0.687099993,0.654600024,0.682799995,0.663100004,0.625899971,0.667400002,0.675400019,0.645399988,0.670000017,0.689199984,0.689199984,0.704699993,0.690100014,0.671599984,0.7227,0.656300008,0.710699975,0.677299976,0.708100021
A12,0.0528,0.0539,0.054499999,0.053599998,0.055,0.058800001,0.056600001,0.056899998,0.056899998,0.060400002,0.060800001,0.0638,0.065499999,0.0691,0.072800003,0.078500003,0.083499998,0.091300003,0.100199997,0.110200003,0.1219,0.134299994,0.150999993,0.172900006,0.188800007,0.214000002,0.225199997,0.245299995,0.265799999,0.275200009,0.296299994,0.306400001,0.328099996,0.336100012,0.356000006,0.361099988,0.379400015,0.391000003,0.404799998,0.413899988,0.421700001,0.433200002,0.434100002,0.450500011,0.451099992,0.468100011,0.468100011,0.472600013,0.484299988,0.483099997,0.502099991,0.5,0.514800012,0.515999973,0.529600024,0.529200017,0.528400004,0.540099978,0.54339999,0.543500006,0.554099977,0.548399985,0.563000023,0.56129998,0.554099977,0.569100022,0.55250001,0.568599999
B01,0.050500002,0.051800001,0.051100001,0.0528,0.050900001,0.052999999,0.052299999,0.054499999,0.056400001,0.057700001,0.061099999,0.0634,0.069499999,0.0744,0.083499998,0.092,0.105599999,0.119499996,0.141599998,0.161599994,0.180899993,0.207000002,0.234099999,0.25940001,0.288599998,0.315899998,0.350800008,0.388500005,0.425599992,0.4639,0.505599976,0.541100025,0.565599978,0.581799984,0.611999989,0.620299995,0.648500025,0.662500024,0.690900028,0.708199978,0.724799991,0.735800028,0.74059999,0.753199995,0.754000008,0.772300005,0.77670002,0.782800019,0.790499985,0.791899979,0.802900016,0.803200006,0.812699974,0.813399971,0.82160002,0.823300004,0.827199996,0.838,0.837000012,0.828400016,0.833299994,0.825600028,0.829200029,0.823599994,0.812399983,0.820800006,0.807200015,0.818400025
B02,0.046100002,0.046799999,0.046399999,0.047400001,0.047600001,0.048300002,0.049400002,0.0504,0.052299999,0.056299999,0.0601,0.0669,0.077799998,0.092299998,0.1118,0.127599999,0.150999993,0.171599999,0.205500007,0.238100007,0.273499995,0.318699986,0.369199991,0.417499989,0.463,0.493400007,0.520799994,0.538200021,0.549399972,0.566900015,0.583199978,0.601499975,0.613200009,0.620100021,0.642400026,0.65170002,0.671999991,0.684899986,0.698199987,0.709800005,0.730799973,0.745700002,0.756299973,0.770500004,0.778800011,0.800499976,0.815299988,0.836399972,0.84009999,0.854499996,0.869799972,0.903599977,0.910300016,0.905900002,0.913800001,0.91960001,0.927200019,0.937399983,0.940900028,0.935400009,0.947399974,0.947600007,0.951300025,0.950100005,0.933099985,0.949500024,0.928600013,0.9472
B03,0.046,0.045699999,0.046599999,0.047200002,0.0473,0.048300002,0.049800001,0.050900001,0.0526,0.056200001,0.058899999,0.0634,0.068599999,0.077200003,0.086000003,0.095399998,0.110600002,0.126699999,0.148800001,0.166800007,0.187299997,0.212699994,0.238100007,0.260800004,0.284299999,0.307799995,0.337300003,0.373899996,0.404900014,0.435499996,0.469700009,0.50999999,0.542699993,0.561800003,0.589900017,0.605499983,0.629899979,0.641600013,0.661199987,0.674099982,0.691399992,0.70660001,0.723100007,0.738499999,0.743300021,0.75940001,0.763999999,0.776300013,0.778100014,0.787699997,0.790899992,0.796299994,0.798399985,0.797100008,0.810400009,0.806200027,0.806800008,0.814499974,0.815400004,0.815199971,0.828599989,0.827899992,0.833100021,0.83099997,0.817099988,0.819100022,0.806900024,0.815900028
B04,0.046500001,0.046999998,0.0469,0.0473,0.047499999,0.048,0.0491,0.0504,0.051199999,0.054000001,0.056000002,0.059900001,0.065700002,0.069899999,0.076499999,0.084100001,0.096699998,0.110100001,0.128800005,0.148200005,0.168799996,0.191799998,0.216999993,0.244100004,0.273200005,0.299100012,0.333499998,0.373299986,0.413599998,0.4551,0.497599989,0.539699972,0.568199992,0.588100016,0.619700015,0.634299994,0.660899997,0.675400019,0.70630002,0.719900012,0.74879998,0.754999995,0.760399997,0.773599982,0.775600016,0.794200003,0.800700009,0.810000002,0.818000019,0.823400021,0.833599985,0.838999987,0.846599996,0.849799991,0.860099971,0.864300013,0.865800023,0.879199982,0.883000016,0.88380003,0.899800003,0.907100022,0.921899974,0.930899978,0.928499997,0.949599981,0.946399987,0.970099986
B05,0.0473,0.048,0.048700001,0.048900001,0.0491,0.049400002,0.051100001,0.0526,0.053800002,0.058699999,0.063699998,0.073700003,0.086999997,0.106399998,0.1329,0.159999996,0.1954,0.241999999,0.31400001,0.381700009,0.423200011,0.473100007,0.506799996,0.531400025,0.561699986,0.567399979,0.587899983,0.605300009,0.614799976,0.63349998,0.646499991,0.664900005,0.675300002,0.68599999,0.706799984,0.711600006,0.735700011,0.736899972,0.743300021,0.744400024,0.758400023,0.763700008,0.77759999,0.797399998,0.793900013,0.822300017,0.824899971,0.828400016,0.846199989,0.839100003,0.872399986,0.861400008,0.881200016,0.873399973,0.880500019,0.881900012,0.885100007,0.886300027,0.891700029,0.888700008,0.907199979,0.918900013,0.921500027,0.941200018,0.926599979,0.954900026,0.965699971,0.987100005
B06,0.045600001,0.045899998,0.046,0.046500001,0.046700001,0.047600001,0.0491,0.050299998,0.0515,0.055199999,0.057999998,0.062799998,0.068099998,0.075599998,0.085500002,0.095200002,0.111199997,0.128999993,0.149700001,0.168500006,0.191499993,0.216399997,0.248099998,0.265799999,0.307200015,0.323799998,0.394199997,0.409799993,0.431499988,0.484299988,0.508099973,0.572300017,0.587400019,0.609300017,0.643100023,0.646000028,0.675800025,0.680700004,0.736500025,0.721300006,0.756500006,0.752900004,0.774500012,0.783299983,0.81279999,0.817399979,0.808099985,0.834399998,0.821500003,0.881900012,0.897700012,0.865199983,0.877799988,0.885399997,0.871800005,0.870800018,0.863799989,0.87529999,0.896200001,0.88380003,0.889199972,0.884500027,0.888499975,0.886300027,0.880999982,0.886500001,0.876100004,0.884000003
B07,0.202000007,0.220699996,0.231199995,0.050700001,0.048900001,0.0504,0.050000001,0.050999999,0.053100001,0.0528,0.053800002,0.056200001,0.057799999,0.0605,0.063000001,0.064400002,0.069399998,0.073700003,0.077799998,0.082199998,0.087800004,0.094300002,0.102499999,0.109999999,0.121100001,0.129700005,0.141599998,0.152099997,0.161599994,0.175400004,0.1884,0.203500003,0.215700001,0.227699995,0.244200006,0.245900005,0.260800004,0.263900012,0.300900012,0.280200005,0.317299992,0.308999985,0.339899987,0.311399996,0.355199993,0.348800004,0.343100011,0.379400015,0.355399996,0.391499996,0.372799993,0.395900011,0.399100006,0.40079999,0.446500003,0.42719999,0.422800004,0.437599987,0.439799994,0.451000005,0.442999989,0.447299987,0.452499986,0.453799993,0.4736,0.465799987,0.462000012,0.473199993
B08,0.0504,0.0495,0.0502,0.0504,0.050999999,0.0517,0.052999999,0.0539,0.055799998,0.059700001,0.064599998,0.073299997,0.084700003,0.101899996,0.120300002,0.137899995,0.161200002,0.180600002,0.203899994,0.234899998,0.259799987,0.305500001,0.344700009,0.398299992,0.4366,0.467500001,0.501999974,0.515600026,0.528900027,0.541199982,0.554199994,0.574999988,0.582400024,0.586499989,0.615100026,0.634500027,0.657800019,0.668299973,0.67930001,0.692099988,0.709500015,0.724399984,0.72329998,0.749499977,0.745700002,0.77640003,0.779699981,0.790099978,0.806100011,0.816399992,0.825200021,0.838699996,0.841899991,0.845799983,0.869799972,0.860700011,0.898699999,0.889500022,0.891499996,0.898699999,0.902800024,0.931900024,0.897400022,0.932200015,0.882399976,0.924499989,0.919499993,0.925899982
B09,0.0473,0.047200002,0.048,0.048,0.048799999,0.0491,0.0517,0.051199999,0.052200001,0.054699998,0.055599999,0.0583,0.060899999,0.064999998,0.068899997,0.072700001,0.079999998,0.086900003,0.096100003,0.107199997,0.1162,0.131600007,0.142900005,0.162699997,0.180700004,0.197899997,0.218799993,0.236900002,0.257400006,0.275200009,0.3028,0.323700011,0.335299999,0.344999999,0.360700011,0.3671,0.385800004,0.400599986,0.419,0.426200002,0.440400004,0.456800014,0.459100008,0.476999998,0.483399987,0.495499998,0.505699992,0.505500019,0.521700025,0.516300023,0.53490001,0.535600007,0.547500014,0.554099977,0.5625,0.565100014,0.569500029,0.578100026,0.581900001,0.58099997,0.593599975,0.596300006,0.603100002,0.601199985,0.594799995,0.610700011,0.601400018,0.611000001
B10,0.054299999,0.054400001,0.0535,0.054900002,0.054099999,0.055599999,0.054900002,0.056400001,0.057100002,0.057799999,0.0592,0.059599999,0.062399998,0.0634,0.066699997,0.067699999,0.072999999,0.074699998,0.079999998,0.083999999,0.087899998,0.094999999,0.100599997,0.1096,0.120200001,0.130799994,0.142800003,0.159600005,0.177599996,0.195800006,0.223100007,0.255299985,0.29370001,0.328399986,0.387100011,0.436300009,0.483900011,0.516200006,0.554400027,0.565800011,0.589299977,0.594500005,0.607599974,0.610300004,0.628000021,0.64380002,0.646200001,0.662899971,0.67019999,0.683799982,0.686200023,0.704200029,0.713699996,0.788800001,0.834299982,0.82889998,0.768999994,0.79339999,0.787400007,0.840499997,0.8204,0.841600001,0.915499985,0.951399982,0.904699981,1.030400038,0.961199999,1.024099946
B11,0.0469,0.047400001,0.047200002,0.0473,0.047400001,0.048,0.049199998,0.0502,0.0517,0.055799998,0.060899999,0.066699997,0.077600002,0.091700003,0.112899996,0.134100005,0.161799997,0.211300001,0.25940001,0.290199995,0.371199995,0.424800009,0.462099999,0.504599988,0.541800022,0.552900016,0.567700028,0.58130002,0.595600009,0.600300014,0.618799984,0.631500006,0.636399984,0.623399973,0.648500025,0.644599974,0.66049999,0.663600028,0.688399971,0.676299989,0.695800006,0.699400008,0.718800008,0.709500015,0.702700019,0.71420002,0.711000025,0.742299974,0.719600022,0.740700006,0.733900011,0.750800014,0.740199983,0.720300019,0.759299994,0.729900002,0.730199993,0.742500007,0.728200018,0.771600008,0.764900029,0.743099988,0.784699976,0.805199981,0.781400025,0.778400004,0.764299989,0.778199971
B12,0.045400001,0.045699999,0.046,0.046399999,0.046300001,0.046799999,0.048099998,0.048599999,0.049800001,0.051199999,0.0526,0.055399999,0.057799999,0.0612,0.065200001,0.073200002,0.078599997,0.090000004,0.1017,0.111299999,0.122699998,0.136500001,0.1523,0.168599993,0.187299997,0.205699995,0.222900003,0.243799999,0.265300006,0.28639999,0.310099989,0.333200008,0.358900011,0.366699994,0.395599991,0.400999993,0.426600009,0.432500005,0.453099996,0.46540001,0.48269999,0.500100017,0.504400015,0.527999997,0.540099978,0.565299988,0.584299982,0.602800012,0.622900009,0.629000008,0.661199987,0.670000017,0.708599985,0.710399985,0.728200018,0.733200014,0.7324,0.756500006,0.7579,0.745899975,0.771000028,0.771099985,0.790899992,0.796599984,0.771300018,0.801500022,0.78549999,0.810199976
C01,0.047499999,0.047699999,0.048799999,0.048700001,0.0484,0.049400002,0.050700001,0.051600002,0.052999999,0.056200001,0.058600001,0.0623,0.067900002,0.074699998,0.083700001,0.093199998,0.108099997,0.123899996,0.143999994,0.165099993,0.187600002,0.213200003,0.244800001,0.265399992,0.306800008,0.327100009,0.391799986,0.417400002,0.442799985,0.4991,0.531199992,0.614400029,0.589399993,0.603799999,0.633099973,0.64200002,0.675199986,0.687600017,0.721000016,0.731700003,0.751299977,0.759899974,0.766099989,0.77609998,0.780799985,0.797399998,0.802100003,0.809700012,0.814199984,0.819100022,0.826799989,0.830799997,0.837599993,0.840699971,0.853100002,0.853799999,0.85860002,0.868399978,0.866100013,0.882200003,0.861800015,0.855000019,0.858500004,0.852800012,0.843599975,0.849300027,0.838100016,0.847100019
C02,0.051100001,0.051600002,0.050299998,0.0515,0.050900001,0.055100001,0.057599999,0.0546,0.057100002,0.0605,0.065099999,0.073700003,0.084200002,0.100599997,0.1215,0.139200002,0.162900001,0.187299997,0.217399999,0.248600006,0.284000009,0.323599994,0.378500015,0.430400014,0.468800008,0.5,0.522099972,0.539200008,0.555199981,0.568300009,0.587899983,0.596300006,0.614199996,0.623899996,0.645399988,0.655200005,0.677999973,0.693599999,0.705200016,0.727999985,0.740999997,0.756600022,0.767099977,0.790899992,0.786899984,0.818000019,0.826499999,0.836899996,0.85799998,0.868099988,0.906099975,0.884299994,0.903999984,0.914200008,0.920700014,0.92900002,0.931299984,0.949199975,0.938899994,0.923799992,0.941900015,0.938899994,0.940699995,0.935500026,0.931200027,0.923600018,0.905300021,0.898500025
C03,0.047899999,0.047699999,0.0493,0.0484,0.049400002,0.049600001,0.052099999,0.052999999,0.0539,0.0579,0.060199998,0.065399997,0.070100002,0.078199998,0.086900003,0.096699998,0.110799998,0.128099993,0.148200005,0.164900005,0.185399994,0.209199995,0.235599995,0.253600001,0.279300004,0.301699996,0.336800009,0.371899992,0.401499987,0.440600008,0.465900004,0.504800022,0.53609997,0.561999977,0.587400019,0.589100003,0.61589998,0.626399994,0.65109998,0.657800019,0.67930001,0.694899976,0.712899983,0.723399997,0.728399992,0.745899975,0.749499977,0.75999999,0.765500009,0.771399975,0.778599977,0.780900002,0.78640002,0.783999979,0.795400023,0.796899974,0.798600018,0.809099972,0.815900028,0.814199984,0.818000019,0.811100006,0.81309998,0.804899991,0.794399977,0.797599971,0.784300029,0.792400002
C04,0.046,0.045400001,0.045699999,0.046,0.0462,0.046799999,0.047800001,0.048599999,0.050099999,0.052900001,0.055300001,0.059,0.063900001,0.069799997,0.078199998,0.086199999,0.099399999,0.113799997,0.133499995,0.153300002,0.171900004,0.198100001,0.226600006,0.252200007,0.280699998,0.310799986,0.345600009,0.385399997,0.424800009,0.464300007,0.506299973,0.541400015,0.566200018,0.587199986,0.612699986,0.624300003,0.657700002,0.671299994,0.698599994,0.713400006,0.73269999,0.742200017,0.749499977,0.759000003,0.765100002,0.781599998,0.786300004,0.795799971,0.800800025,0.804400027,0.814300001,0.816699982,0.824500024,0.824199975,0.832899988,0.834399998,0.833599985,0.846700013,0.859499991,0.844500005,0.84799999,0.843500018,0.845600009,0.841099977,0.831700027,0.836700022,0.825100005,0.833500028
C05,0.045600001,0.045400001,0.0458,0.046799999,0.046399999,0.0471,0.0484,0.0502,0.0515,0.056899998,0.062399998,0.074100003,0.087300003,0.108999997,0.138400003,0.166600004,0.209900007,0.260899991,0.334800005,0.40200001,0.448900014,0.490399987,0.530200005,0.539699972,0.567300022,0.578700006,0.596099973,0.615499973,0.637099981,0.647800028,0.661899984,0.675999999,0.687099993,0.690800011,0.715699971,0.709200025,0.737299979,0.731599987,0.758400023,0.762799978,0.777499974,0.780399978,0.795300007,0.806699991,0.81279999,0.832000017,0.832899988,0.845200002,0.848999977,0.861999989,0.905300021,0.875100017,0.877099991,0.877099991,0.894299984,0.892099977,0.89410001,0.907299995,0.915799975,0.9278,0.940100014,0.953599989,0.984600008,1.012599945,1.024799943,1.067199945,1.07249999,1.111199975
C06,0.046300001,0.046599999,0.046599999,0.047400001,0.0471,0.048,0.0491,0.0506,0.052099999,0.055399999,0.058899999,0.063600004,0.0713,0.082000002,0.092900001,0.1065,0.1228,0.141299993,0.164299995,0.185100004,0.202500001,0.2324,0.253899992,0.277500004,0.302399993,0.333200008,0.3671,0.406399995,0.442699999,0.480300009,0.524600029,0.56370002,0.594200015,0.614099979,0.642499983,0.656300008,0.683099985,0.698000014,0.719399989,0.735899985,0.760299981,0.773100019,0.781799972,0.792900026,0.798799992,0.8125,0.81309998,0.823700011,0.824100018,0.827199996,0.832599998,0.833999991,0.83890003,0.838199973,0.845399976,0.845600009,0.844900012,0.85680002,0.868399978,0.867699981,0.872799993,0.867699981,0.870199978,0.863200009,0.853399992,0.858500004,0.846599996,0.855599999
C07,0.046599999,0.049899999,0.048300002,0.048999999,0.0526,0.0484,0.048700001,0.049600001,0.056499999,0.052099999,0.0528,0.0546,0.056299999,0.059099998,0.061799999,0.064000003,0.068599999,0.0722,0.077600002,0.082000002,0.086900003,0.093199998,0.100599997,0.108499996,0.119400002,0.1294,0.139200002,0.149499997,0.159099996,0.171900004,0.183899999,0.199100003,0.210700005,0.219899997,0.237200007,0.239700004,0.255400002,0.257800013,0.289000005,0.274199992,0.283899993,0.289600015,0.308800012,0.3046,0.354999989,0.336899996,0.325300008,0.334800005,0.341199994,0.363599986,0.359499991,0.368099988,0.377799988,0.3838,0.400099993,0.401199996,0.404900014,0.415199995,0.418900013,0.41929999,0.429100007,0.429899991,0.444000006,0.442999989,0.442099988,0.455500007,0.450199991,0.46329999
C08,0.046999998,0.0471,0.047600001,0.048099998,0.048300002,0.048799999,0.050299998,0.051199999,0.0535,0.057999998,0.063900001,0.073600002,0.085500002,0.102899998,0.124399997,0.142499998,0.167799994,0.189999998,0.218700007,0.253500015,0.311399996,0.359899998,0.4005,0.421200007,0.496399999,0.486900002,0.527999997,0.551699996,0.539200008,0.58160001,0.572899997,0.606100023,0.609300017,0.600799978,0.654999971,0.623399973,0.671000004,0.661899984,0.708000004,0.692399979,0.727199972,0.719600022,0.755200028,0.739300013,0.768100023,0.767799973,0.775200009,0.810100019,0.799300015,0.824400008,0.828299999,0.843500018,0.85650003,0.858299971,0.901300013,0.873899996,0.873600006,0.946699977,0.890999973,0.9199,0.916499972,0.920700014,0.944700003,0.918799996,0.928600013,0.936200023,0.950200021,0.943499982
C09,0.0515,0.0517,0.050299998,0.0539,0.052200001,0.056299999,0.0537,0.056699999,0.057599999,0.058499999,0.060899999,0.0623,0.065800004,0.069200002,0.074299999,0.079899997,0.086800002,0.095100001,0.1074,0.124300003,0.134200007,0.152600005,0.169300005,0.207300007,0.218400002,0.243499994,0.258399993,0.286000013,0.305700004,0.324400008,0.356299996,0.377099991,0.375699997,0.388000011,0.404700011,0.412200004,0.425599992,0.442499995,0.460999995,0.468199998,0.487800002,0.49849999,0.506600022,0.516499996,0.527800024,0.547900021,0.538600028,0.556699991,0.56400001,0.573700011,0.581700027,0.592999995,0.594099998,0.600199997,0.620700002,0.615499973,0.620700002,0.632099986,0.634299994,0.642400026,0.643899977,0.644900024,0.665199995,0.656000018,0.659799993,0.658200026,0.659500003,0.672299981
